ID,startBin#,endBin#,width(bins),totalSpikeCount,peakBin,peakHeight(spikes),Interval(bins)
3315,4706294,4706316,23,102465,4706306,7343,667
3316,4707036,4707058,23,102530,4707048,7387,742
3317,4707737,4707759,23,102477,4707749,7357,701
3318,4708242,4708265,24,101982,4708254,7256,505
3319,4708554,4708577,24,101475,4708566,7118,312
3320,4708799,4708823,25,101260,4708812,6926,246
3321,4709930,4709952,23,102709,4709942,7413,1130
3322,4711358,4711381,24,101646,4711371,7115,1429
3323,4712037,4712060,24,101590,4712050,7121,679
3324,4712667,4712690,24,101582,4712680,7150,630
3325,4713118,4713141,24,101490,4713130,7074,450
3326,4713731,4713754,24,101570,4713744,7167,614
3327,4714174,4714196,23,101434,4714186,7125,442
3328,4717638,4717661,24,101620,4717650,7190,3464
3329,4718140,4718162,23,101453,4718152,7137,502
3330,4720709,4720731,23,101733,4720721,7257,2569
3331,4723774,4723796,23,101725,4723786,7223,3065
3332,4724035,4724058,24,100788,4724048,6835,262
3333,4724512,4724535,24,101560,4724525,7134,477
3334,4728503,4728525,23,101749,4728515,7265,3990
3335,4729473,4729495,23,101703,4729485,7227,970
3336,4729968,4729990,23,101540,4729980,7178,495
3337,4730280,4730303,24,101456,4730293,7117,313
3338,4730681,4730703,23,101512,4730693,7249,400
3339,4731410,4731432,23,102433,4731422,7383,729
3340,4731647,4731671,25,100486,4731660,6809,238
3341,4732398,4732420,23,102479,4732410,7365,750
3342,4733221,4733243,23,102471,4733233,7379,823
3343,4733760,4733782,23,101925,4733772,7288,539
3344,4734148,4734171,24,101510,4734161,7133,389
3345,4735105,4735128,24,102589,4735118,7303,957
3346,4735953,4735975,23,102532,4735965,7337,847
3347,4736952,4736974,23,102575,4736964,7379,999
3348,4737660,4737683,24,102419,4737673,7268,709
3349,4738234,4738257,24,102130,4738246,7269,573
3350,4739394,4739417,24,102583,4739407,7268,1161
3351,4741499,4741521,23,101534,4741511,7178,2104
3352,4742362,4742384,23,101573,4742374,7185,863
3353,4742711,4742735,25,101444,4742724,7074,350
3354,4744765,4744788,24,101591,4744777,7159,2053
3355,4745149,4745172,24,101414,4745162,7109,385
3356,4745945,4745967,23,101541,4745957,7217,795
3357,4746457,4746480,24,101521,4746470,7139,513
3358,4747068,4747091,24,101529,4747081,7168,611
3359,4747832,4747855,24,101595,4747844,7194,763
3360,4749027,4749049,23,101563,4749039,7184,1195
3361,4749294,4749317,24,100587,4749307,6805,268
3362,4750145,4750167,23,101411,4750157,7108,850
3363,4751006,4751029,24,101437,4751019,7125,862
3364,4752192,4752215,24,101456,4752204,7135,1185
3365,4755110,4755133,24,101486,4755122,7112,2918
3366,4755571,4755594,24,101417,4755583,7073,461
3367,4757821,4757844,24,101508,4757833,7065,2250
3368,4758130,4758154,25,101246,4758143,6898,310
3369,4759106,4759129,24,101410,4759118,7102,975
3370,4759376,4759400,25,99730,4759389,6712,271
3371,4762168,4762191,24,101496,4762180,7047,2791
3372,4762905,4762928,24,101482,4762918,7096,738
3373,4764328,4764351,24,101471,4764340,7099,1422
3374,4766414,4766437,24,101467,4766426,7102,2086
3375,4766656,4766680,25,96084,4766669,6354,243
3376,4768727,4768750,24,101451,4768740,7114,2071
3377,4768959,4768984,26,94718,4768972,6247,232
3378,4775411,4775434,24,101670,4775423,7222,6451
3379,4776357,4776380,24,101633,4776370,7157,947
3380,4776587,4776611,25,96240,4776600,6390,230
3381,4777179,4777202,24,101603,4777191,7129,591
3382,4777647,4777670,24,101511,4777659,7102,468
3383,4778334,4778356,23,101534,4778346,7217,687
3384,4780480,4780502,23,102503,4780492,7381,2146
3385,4780857,4780880,24,101507,4780869,7171,377
3386,4781816,4781839,24,102505,4781828,7326,959
3387,4782331,4782354,24,101879,4782344,7280,516
3388,4784496,4784519,24,102508,4784508,7345,2164
3389,4784928,4784951,24,101623,4784940,7185,432
3390,4788133,4788155,23,102429,4788145,7338,3205
3391,4788737,4788760,24,102124,4788750,7236,605
3392,4789031,4789054,24,101459,4789044,7065,294
3393,4790128,4790150,23,102431,4790140,7378,1096
3394,4791127,4791149,23,102509,4791139,7357,999
3395,4792860,4792882,23,102457,4792872,7379,1733
3396,4793517,4793539,23,102284,4793529,7342,657
3397,4793870,4793893,24,101477,4793882,7155,353
3398,4794556,4794579,24,102340,4794568,7288,686
3399,4796848,4796870,23,102429,4796860,7363,2292
3400,4797134,4797157,24,101445,4797146,7053,286
3401,4797786,4797809,24,102272,4797799,7302,653
3402,4798152,4798174,23,101453,4798164,7204,365
3403,4798543,4798566,24,101559,4798555,7218,391
3404,4802355,4802378,24,101755,4802367,7149,3812
3405,4804301,4804323,23,101699,4804313,7267,1946
3406,4804584,4804608,25,101356,4804597,6976,284
3407,4805166,4805188,23,101553,4805178,7217,581
3408,4806460,4806483,24,101760,4806473,7171,1295
3409,4808003,4808025,23,101683,4808015,7201,1542
3410,4809400,4809423,24,101771,4809412,7230,1397
3411,4810447,4810469,23,102466,4810459,7326,1047
3412,4810804,4810826,23,101426,4810816,7190,357
3413,4811307,4811329,23,101807,4811319,7290,503
3414,4811794,4811817,24,101809,4811806,7231,487
3415,4813312,4813335,24,102607,4813324,7319,1518
3416,4815506,4815529,24,102565,4815518,7294,2194
3417,4817793,4817815,23,102494,4817805,7383,2287
3418,4819822,4819845,24,102532,4819834,7310,2029
3419,4820522,4820544,23,103359,4820534,7431,700
3420,4821408,4821430,23,103562,4821420,7485,886
3421,4823920,4823943,24,103750,4823933,7429,2513
3422,4824657,4824679,23,103437,4824669,7437,736
3423,4825985,4826007,23,103674,4825997,7476,1328
3424,4827491,4827514,24,103796,4827503,7482,1506
3425,4829695,4829717,23,103713,4829707,7498,2204
3426,4831422,4831444,23,107491,4831434,7830,1727
3427,4833551,4833573,23,107483,4833563,7813,2129
3428,4834623,4834645,23,107426,4834635,7854,1072
3429,4834962,4834985,24,101670,4834974,7233,339
3430,4835907,4835929,23,107388,4835919,7801,945
3431,4838748,4838771,24,107392,4838760,7806,2841
3432,4839970,4839992,23,107416,4839982,7870,1222
3433,4841838,4841860,23,109826,4841850,8099,1868
3434,4842247,4842269,23,104753,4842259,7618,409
3435,4842732,4842754,23,107978,4842744,7887,485
3436,4844189,4844211,23,109790,4844201,8079,1457
3437,4844763,4844785,23,109271,4844775,8000,574
3438,4845230,4845252,23,107364,4845242,7798,467
3439,4847204,4847226,23,109841,4847216,8022,1974
3440,4847453,4847476,24,102386,4847466,7230,250
3441,4847958,4847981,24,108384,4847970,7883,504
3442,4848284,4848307,24,102218,4848296,7332,326
3443,4848891,4848913,23,109483,4848903,7996,607
3444,4849865,4849887,23,109887,4849877,8076,974
3445,4851747,4851769,23,105058,4851759,7630,1882
3446,4852462,4852484,23,104610,4852474,7569,715
3447,4852879,4852902,24,101878,4852891,7292,417
3448,4853477,4853500,24,104099,4853490,7466,599
3449,4854043,4854066,24,103696,4854055,7435,565
3450,4856982,4857005,24,105009,4856994,7604,2939
3451,4857670,4857693,24,104632,4857682,7539,688
3452,4858428,4858450,23,104779,4858440,7597,758
3453,4859728,4859750,23,105091,4859740,7595,1300
3454,4860263,4860285,23,102955,4860275,7429,535
3455,4860682,4860704,23,101799,4860694,7320,419
3456,4862581,4862603,23,104662,4862593,7578,1899
3457,4862983,4863006,24,101785,4862995,7247,402
3458,4864490,4864512,23,104584,4864502,7582,1507
3459,4864907,4864930,24,101833,4864920,7308,418
3460,4865513,4865535,23,103602,4865525,7410,605
3461,4866973,4866996,24,104620,4866986,7522,1461
3462,4870212,4870234,23,106649,4870224,7785,3238
3463,4872449,4872471,23,106681,4872461,7796,2237
3464,4873469,4873491,23,106698,4873481,7737,1020
3465,4874465,4874487,23,106628,4874477,7780,996
3466,4875528,4875550,23,106685,4875540,7729,1063
3467,4876089,4876112,24,105037,4876102,7561,562
3468,4876527,4876549,23,102520,4876539,7427,437
3469,4876765,4876789,25,102132,4876778,7034,239
3470,4877137,4877159,23,101757,4877149,7320,371
3471,4877929,4877951,23,106427,4877941,7765,792
3472,4878272,4878295,24,101682,4878285,7275,344
3473,4878570,4878593,24,101854,4878582,7152,297
3474,4879147,4879169,23,105220,4879159,7669,577
3475,4879492,4879514,23,101620,4879504,7264,345
3476,4879726,4879750,25,101991,4879739,7048,235
3477,4880005,4880029,25,101507,4880018,7015,279
3478,4880445,4880468,24,101606,4880458,7129,440
3479,4881480,4881502,23,102029,4881492,7309,1034
3480,4882518,4882540,23,102011,4882530,7306,1038
3481,4883580,4883602,23,101999,4883592,7301,1062
3482,4884228,4884251,24,101927,4884241,7246,649
3483,4887480,4887503,24,102091,4887492,7272,3251
3484,4887791,4887814,24,101438,4887803,7104,311
3485,4888424,4888446,23,101887,4888436,7294,633
3486,4891357,4891380,24,102062,4891370,7280,2934
3487,4891771,4891794,24,101563,4891784,7177,414
3488,4893655,4893677,23,102041,4893667,7302,1883
3489,4893990,4894013,24,101470,4894002,7099,335
3490,4894999,4895022,24,102053,4895012,7267,1010
3491,4895787,4895810,24,102034,4895799,7276,787
3492,4896446,4896468,23,101949,4896458,7320,659
3493,4897230,4897252,23,101965,4897242,7271,784
3494,4897578,4897601,24,101445,4897591,7120,349
3495,4898635,4898657,23,102071,4898647,7341,1056
3496,4900088,4900111,24,101776,4900101,7197,1454
3497,4901233,4901256,24,101795,4901246,7186,1145
3498,4903546,4903569,24,101779,4903559,7176,2313
3499,4904470,4904492,23,101679,4904482,7260,923
3500,4905138,4905161,24,101648,4905150,7252,668
3501,4905352,4905376,25,94493,4905365,6315,215
3502,4905849,4905872,24,101558,4905861,7162,496
3503,4906181,4906204,24,101438,4906194,7032,333
3504,4907923,4907946,24,101749,4907936,7238,1742
3505,4908385,4908407,23,101479,4908397,7232,461
3506,4909466,4909489,24,101758,4909478,7164,1081
3507,4911195,4911218,24,101564,4911207,7169,1729
3508,4911770,4911793,24,101507,4911783,7160,576
3509,4912308,4912331,24,101476,4912321,7152,538
3510,4912580,4912603,24,100642,4912593,6823,272
3511,4914391,4914414,24,101543,4914404,7152,1811
3512,4915632,4915655,24,101543,4915645,7159,1241
3513,4916017,4916040,24,101436,4916029,7047,384
3514,4919624,4919646,23,101503,4919636,7196,3607
3515,4921907,4921930,24,101643,4921919,7204,2283
3516,4922423,4922446,24,101558,4922436,7162,517
3517,4922915,4922938,24,101523,4922927,7152,491
3518,4924980,4925002,23,101592,4924992,7218,2065
3519,4926545,4926567,23,101621,4926557,7233,1565
3520,4927146,4927169,24,101553,4927158,7165,601
3521,4928026,4928049,24,101628,4928039,7194,881
3522,4929103,4929126,24,101620,4929116,7197,1077
3523,4929998,4930020,23,101793,4930010,7305,894
3524,4930372,4930395,24,101469,4930385,7145,375
3525,4930628,4930652,25,101040,4930641,6891,256
3526,4931221,4931244,24,101704,4931233,7286,592
3527,4932660,4932682,23,101814,4932672,7300,1439
3528,4933860,4933883,24,101886,4933873,7224,1201
3529,4934260,4934282,23,101429,4934272,7217,399
3530,4934760,4934782,23,101558,4934772,7242,500
3531,4935489,4935511,23,101823,4935501,7284,729
3532,4935848,4935870,23,101370,4935860,7168,359
3533,4936269,4936292,24,101492,4936281,7165,421
3534,4937378,4937401,24,101835,4937391,7236,1110
3535,4938040,4938062,23,101675,4938052,7255,661
3536,4938589,4938612,24,101679,4938602,7246,550
3537,4939712,4939734,23,101869,4939724,7277,1122
3538,4939958,4939981,24,100396,4939971,6804,247
3539,4940482,4940505,24,101453,4940494,7115,523
3540,4941660,4941683,24,101476,4941672,7091,1178
3541,4942008,4942031,24,101405,4942021,6941,349
3542,4943115,4943137,23,101449,4943127,7128,1106
3543,4944103,4944126,24,101477,4944116,7111,989
3544,4947385,4947408,24,101487,4947397,7124,3281
3545,4948433,4948456,24,101495,4948445,7162,1048
3546,4949091,4949114,24,101478,4949103,7093,658
3547,4949435,4949459,25,101459,4949448,7007,345
3548,4950983,4951006,24,101489,4950995,7141,1547
3549,4952965,4952988,24,101494,4952977,7048,1982
3550,4954051,4954074,24,101483,4954063,7099,1086
3551,4954365,4954388,24,101287,4954378,6904,315
3552,4955897,4955920,24,101504,4955910,7097,1532
3553,4956278,4956301,24,101422,4956290,7037,380
3554,4957188,4957211,24,101481,4957201,7133,911
3555,4957455,4957479,25,99871,4957468,6741,267
3556,4958712,4958735,24,101469,4958724,7182,1256
3557,4960331,4960354,24,101478,4960343,7141,1619
3558,4961244,4961266,23,101448,4961256,7160,913
3559,4962248,4962271,24,101499,4962260,7173,1004
3560,4965785,4965807,23,101443,4965797,7169,3537
3561,4966194,4966217,24,101428,4966206,7051,409
3562,4966755,4966778,24,101468,4966767,7112,561
3563,4967453,4967476,24,101505,4967465,7103,698
3564,4968137,4968160,24,101485,4968150,7068,685
3565,4970172,4970194,23,101538,4970184,7183,2034
3566,4970571,4970594,24,101444,4970584,7100,400
3567,4972058,4972081,24,101568,4972070,7143,1486
3568,4972876,4972898,23,101507,4972888,7201,818
3569,4977029,4977051,23,101516,4977041,7188,4153
3570,4979975,4979998,24,101566,4979987,7203,2946
3571,4980442,4980465,24,101627,4980455,7179,468
3572,4981043,4981065,23,101880,4981055,7309,600
3573,4982011,4982033,23,102029,4982023,7334,968
3574,4982954,4982977,24,102122,4982967,7314,944
3575,4983666,4983688,23,101962,4983678,7325,711
3576,4984222,4984244,23,101758,4984234,7262,556
3577,4985190,4985212,23,102160,4985202,7365,968
3578,4985471,4985494,24,101460,4985484,6962,282
3579,4986552,4986575,24,102154,4986564,7274,1080
3580,4987089,4987111,23,101745,4987101,7309,537
3581,4988430,4988452,23,102094,4988442,7331,1341
3582,4989172,4989194,23,102020,4989184,7359,742
3583,4989991,4990013,23,101694,4990003,7212,819
3584,4991782,4991805,24,101569,4991795,7150,1792
3585,4992349,4992372,24,101490,4992362,7184,567
3586,4993766,4993788,23,101481,4993778,7217,1416
3587,4995747,4995770,24,101532,4995760,7136,1982
3588,4996238,4996261,24,101490,4996251,7133,491
3589,4997002,4997024,23,101463,4997014,7221,763
3590,4997450,4997473,24,101433,4997462,7129,448
3591,4998611,4998634,24,101564,4998623,7188,1161
3592,4999241,4999263,23,101482,4999253,7190,630
3593,4999689,4999712,24,101455,4999701,7175,448
3594,5002377,5002400,24,101512,5002389,7039,2688
3595,5003195,5003218,24,101494,5003207,7099,818
3596,5003555,5003579,25,101422,5003568,7018,361
3597,5005932,5005955,24,101469,5005944,7084,2376
3598,5006515,5006538,24,101469,5006527,7118,583
3599,5007272,5007295,24,101480,5007285,7059,758
3600,5008699,5008722,24,101463,5008712,7124,1427
3601,5010979,5011002,24,101589,5010992,7142,2280
3602,5015168,5015190,23,101541,5015180,7229,4188
3603,5015451,5015475,25,101237,5015464,6945,284
3604,5016349,5016372,24,101585,5016361,7168,897
3605,5017514,5017537,24,101616,5017526,7156,1165
3606,5017812,5017836,25,101377,5017825,6991,299
3607,5018312,5018334,23,101465,5018324,7166,499
3608,5019415,5019438,24,101563,5019427,7153,1103
3609,5020170,5020192,23,101648,5020182,7267,755
3610,5022644,5022667,24,101789,5022656,7187,2474
3611,5023459,5023481,23,101729,5023471,7254,815
3612,5024286,5024309,24,101731,5024298,7222,827
3613,5025148,5025170,23,101689,5025160,7245,862
3614,5029953,5029975,23,101722,5029965,7245,4805
3615,5031437,5031459,23,103561,5031449,7483,1484
3616,5031762,5031785,24,101492,5031774,7155,325
3617,5032169,5032191,23,101595,5032181,7240,407
3618,5033657,5033679,23,103566,5033669,7486,1488
3619,5034194,5034216,23,102363,5034206,7373,537
3620,5035361,5035383,23,103659,5035373,7510,1167
3621,5038156,5038178,23,103553,5038168,7438,2795
3622,5041268,5041291,24,107497,5041281,7745,3113
3623,5042507,5042529,23,107441,5042519,7737,1238
3624,5046694,5046716,23,107439,5046706,7838,4187
3625,5046954,5046977,24,102271,5046966,7128,260
3626,5049680,5049703,24,107418,5049692,7761,2726
3627,5050496,5050518,23,110260,5050508,8157,816
3628,5051186,5051208,23,110204,5051198,8168,690
3629,5051670,5051692,23,109465,5051682,8034,484
3630,5052291,5052313,23,110105,5052303,8156,621
3631,5053220,5053242,23,110280,5053232,8084,929
3632,5056090,5056112,23,110285,5056102,8187,2870
3633,5056367,5056390,24,102478,5056380,7254,278
3634,5056976,5056997,22,110073,5056987,8103,607
3635,5057712,5057734,23,110204,5057724,8122,737
3636,5058386,5058408,23,110200,5058398,8063,674
3637,5059555,5059577,23,110268,5059567,8187,1169
3638,5063692,5063714,23,108278,5063704,7921,4137
3639,5064987,5065009,23,108422,5064999,7890,1295
3640,5065416,5065438,23,103327,5065428,7471,429
3641,5067875,5067898,24,108376,5067888,7831,2460
3642,5070704,5070726,23,110429,5070716,8200,2828
3643,5071437,5071459,23,110361,5071449,8210,733
3644,5071913,5071935,23,109844,5071925,8132,476
3645,5073322,5073344,23,110429,5073334,8141,1409
3646,5074126,5074148,23,110406,5074138,8181,804
3647,5074505,5074528,24,106661,5074517,7746,379
3648,5074958,5074980,23,109563,5074970,8082,453
3649,5075703,5075725,23,110417,5075714,8100,744
3650,5076011,5076033,23,102843,5076023,7448,309
3651,5079143,5079165,23,110406,5079155,8210,3132
3652,5079950,5079972,23,110424,5079962,8206,807
3653,5080191,5080214,24,102334,5080204,7165,242
3654,5081274,5081296,23,109252,5081286,8026,1082
3655,5081722,5081744,23,105479,5081734,7613,448
3656,5082301,5082323,23,108562,5082313,7862,579
3657,5082888,5082910,23,108500,5082900,7960,587
3658,5084886,5084908,23,109276,5084898,8006,1998
3659,5085733,5085755,23,109201,5085745,7946,847
3660,5086196,5086218,23,106098,5086208,7649,463
3661,5086561,5086583,23,102402,5086573,7361,365
3662,5087649,5087671,23,109281,5087661,8014,1088
3663,5088052,5088074,23,103601,5088064,7466,403
3664,5089158,5089180,23,109247,5089169,7969,1105
3665,5089436,5089459,24,102306,5089449,7218,280
3666,5089863,5089885,23,104602,5089875,7559,426
3667,5091002,5091024,23,103418,5091014,7448,1139
3668,5091926,5091949,24,103410,5091938,7387,924
3669,5092713,5092736,24,103292,5092725,7385,787
3670,5095597,5095619,23,103486,5095609,7449,2884
3671,5097546,5097568,23,103423,5097558,7425,1949
3672,5099180,5099202,23,103367,5099192,7425,1634
3673,5099483,5099506,24,101526,5099496,7148,304
3674,5100066,5100089,24,105835,5100078,7607,582
3675,5101654,5101676,23,107128,5101666,7795,1588
3676,5102217,5102239,23,105479,5102229,7617,563
3677,5102603,5102625,23,101923,5102615,7363,386
3678,5104128,5104151,24,107144,5104140,7752,1525
3679,5104943,5104965,23,106937,5104955,7752,815
3680,5106209,5106231,23,107054,5106221,7797,1266
3681,5107396,5107418,23,107078,5107408,7775,1187
3682,5108726,5108748,23,107139,5108738,7729,1330
3683,5109805,5109827,23,107143,5109817,7820,1079
3684,5111688,5111710,23,104088,5111700,7522,1883
3685,5112025,5112048,24,101524,5112037,7128,337
3686,5112582,5112604,23,102858,5112594,7392,557
3687,5112877,5112900,24,101664,5112889,7151,295
3688,5114179,5114201,23,104013,5114191,7495,1302
3689,5114771,5114793,23,103068,5114783,7447,592
3690,5117064,5117086,23,103964,5117076,7469,2293
3691,5117606,5117628,23,102664,5117618,7371,542
3692,5118224,5118246,23,103271,5118236,7439,618
3693,5118813,5118835,23,103030,5118825,7451,589
3694,5119506,5119529,24,103682,5119518,7442,693
3695,5120164,5120186,23,101796,5120176,7302,658
3696,5121936,5121959,24,102000,5121949,7243,1773
3697,5122628,5122651,24,101965,5122640,7258,691
3698,5124604,5124627,24,102050,5124617,7291,1977
3699,5125092,5125114,23,101583,5125104,7258,487
3700,5126906,5126929,24,102044,5126919,7272,1815
3701,5128188,5128211,24,102033,5128200,7247,1281
3702,5129681,5129703,23,102008,5129693,7294,1493
3703,5130943,5130965,23,102829,5130955,7403,1262
3704,5131633,5131655,23,102492,5131645,7356,690
3705,5131897,5131921,25,101806,5131910,7050,265
3706,5132382,5132405,24,101840,5132394,7273,484
3707,5133062,5133084,23,102459,5133074,7378,680
3708,5134263,5134286,24,102778,5134275,7346,1201
3709,5136288,5136310,23,102784,5136300,7438,2025
3710,5138337,5138360,24,102781,5138349,7375,2049
3711,5140285,5140307,23,104398,5140297,7590,1948
3712,5141457,5141479,23,104303,5141469,7504,1172
3713,5142044,5142066,23,103269,5142056,7492,587
3714,5142291,5142314,24,101997,5142303,7001,247
3715,5142995,5143018,24,104054,5143008,7498,705
3716,5144707,5144729,23,104322,5144719,7547,1711
3717,5145834,5145857,24,104246,5145847,7503,1128
3718,5146955,5146977,23,104334,5146967,7560,1120
3719,5148257,5148279,23,104307,5148269,7587,1302
3720,5150217,5150239,23,103960,5150229,7520,1960
3721,5150913,5150936,24,103610,5150925,7433,696
3722,5151130,5151154,25,98784,5151143,6680,218
3723,5152071,5152094,24,103990,5152084,7468,941
3724,5152364,5152387,24,101753,5152377,7176,293
3725,5152900,5152923,24,102756,5152912,7383,535
3726,5154445,5154467,23,104003,5154457,7555,1545
3727,5154771,5154794,24,101535,5154784,7157,327
3728,5156824,5156846,23,103956,5156836,7459,2052
3729,5158007,5158029,23,104029,5158019,7509,1183
3730,5159417,5159439,23,103939,5159429,7523,1410
3731,5159836,5159859,24,101697,5159849,7226,420
3732,5160284,5160307,24,101547,5160297,7143,448
3733,5160922,5160945,24,101716,5160935,7193,638
3734,5161283,5161306,24,101460,5161296,7070,361
3735,5162042,5162064,23,101714,5162054,7268,758
3736,5162393,5162416,24,101454,5162405,7100,351
3737,5164519,5164542,24,101827,5164532,7193,2127
3738,5168748,5168770,23,101781,5168760,7254,4228
3739,5172630,5172653,24,103119,5172642,7455,3882
3740,5173614,5173636,23,103115,5173626,7409,984
3741,5174810,5174832,23,103118,5174822,7475,1196
3742,5175148,5175171,24,101503,5175160,7148,338
3743,5175568,5175590,23,101586,5175580,7303,420
3744,5178037,5178059,23,103051,5178049,7416,2469
3745,5179960,5179982,23,103093,5179972,7473,1923
3746,5180422,5180445,24,103149,5180434,7466,462
3747,5183573,5183595,23,106862,5183585,7833,3151
3748,5184251,5184273,23,106365,5184263,7791,678
3749,5185935,5185957,23,106864,5185947,7739,1684
3750,5186856,5186878,23,106822,5186868,7808,921
3751,5187439,5187462,24,105498,5187451,7629,583
3752,5187747,5187769,23,101879,5187759,7221,308
3753,5188242,5188265,24,103934,5188255,7477,496
3754,5189651,5189673,23,106903,5189663,7762,1408
3755,5190274,5190296,23,105072,5190286,7608,623
3756,5190623,5190646,24,101619,5190635,7184,349
3757,5191430,5191452,23,105943,5191442,7699,807
3758,5196739,5196761,23,106293,5196751,7739,5309
3759,5197185,5197207,23,102427,5197197,7422,446
3760,5198581,5198603,23,106046,5198593,7689,1396
3761,5199200,5199223,24,105202,5199213,7595,620
3762,5200784,5200806,23,109493,5200796,8053,1583
3763,5201086,5201109,24,102309,5201099,7270,303
3764,5202522,5202544,23,109380,5202534,8021,1435
3765,5202876,5202898,23,102356,5202888,7374,354
3766,5204558,5204580,23,109345,5204570,8046,1682
3767,5205466,5205488,23,109364,5205478,8047,908
3768,5206457,5206479,23,109412,5206469,7984,991
3769,5207157,5207179,23,109240,5207169,7999,700
3770,5208148,5208170,23,109443,5208160,8006,991
3771,5208634,5208656,23,107111,5208646,7841,486
3772,5210099,5210121,23,106831,5210111,7771,1465
3773,5211515,5211537,23,106778,5211527,7777,1416
3774,5212138,5212160,23,105930,5212150,7696,623
3775,5213241,5213263,23,106736,5213252,7714,1102
3776,5214327,5214349,23,106835,5214339,7708,1087
3777,5214540,5214564,25,99766,5214553,6718,214
3778,5214831,5214854,24,102077,5214843,7197,290
3779,5215223,5215245,23,101908,5215235,7350,392
3780,5215565,5215588,24,101725,5215577,7179,342
3781,5217688,5217710,23,106884,5217700,7826,2123
3782,5218125,5218148,24,102602,5218137,7404,437
3783,5218582,5218605,24,102952,5218594,7444,457
3784,5218871,5218894,24,102108,5218883,7199,289
3785,5219556,5219578,23,106209,5219568,7763,685
3786,5220541,5220563,23,102019,5220553,7336,985
3787,5223321,5223343,23,102059,5223333,7334,2780
3788,5225226,5225249,24,102116,5225239,7271,1906
3789,5225741,5225764,24,101683,5225753,7254,514
3790,5229378,5229400,23,102087,5229390,7329,3637
3791,5230159,5230182,24,106012,5230171,7633,781
3792,5232566,5232588,23,106241,5232578,7709,2407
3793,5232898,5232920,23,101660,5232910,7269,332
3794,5233805,5233828,24,106190,5233818,7646,908
3795,5237816,5237838,23,106281,5237828,7669,4010
3796,5241215,5241237,23,110088,5241227,8149,3399
3797,5241505,5241527,23,102449,5241517,7329,290
3798,5243676,5243698,23,110087,5243688,8158,2171
3799,5245335,5245357,23,110133,5245347,8154,1659
3800,5245823,5245845,23,109017,5245835,7995,488
3801,5246066,5246089,24,102394,5246079,7145,244
3802,5246569,5246591,23,109210,5246581,8039,502
3803,5247016,5247038,23,107965,5247028,7912,447
3804,5247285,5247308,24,102434,5247298,7344,270
3805,5247871,5247893,23,109823,5247883,8115,585
3806,5248552,5248573,22,109965,5248564,8044,681
3807,5249954,5249976,23,110136,5249966,8087,1402
3808,5250492,5250514,23,104304,5250504,7604,538
3809,5252396,5252418,23,106477,5252408,7751,1904
3810,5253033,5253055,23,105647,5253045,7680,637
3811,5253589,5253611,23,104691,5253601,7579,556
3812,5256284,5256306,23,106434,5256296,7668,2695
3813,5257013,5257035,23,106124,5257025,7725,729
3814,5257781,5257804,24,106251,5257793,7639,768
3815,5258271,5258293,23,103427,5258283,7502,490
3816,5258769,5258791,23,103603,5258781,7480,498
3817,5259903,5259925,23,106389,5259915,7733,1134
3818,5261205,5261227,23,103629,5261217,7489,1302
3819,5262049,5262071,23,103512,5262061,7485,844
3820,5262749,5262771,23,103289,5262761,7487,700
3821,5263717,5263739,23,103692,5263729,7515,968
3822,5264903,5264925,23,103633,5264915,7485,1186
3823,5265593,5265615,23,103264,5265605,7441,690
3824,5266904,5266926,23,103549,5266916,7505,1311
3825,5267806,5267829,24,103555,5267818,7441,902
3826,5268983,5269005,23,103628,5268995,7503,1177
3827,5269812,5269834,23,103494,5269824,7456,829
3828,5270359,5270382,24,101846,5270371,7277,547
3829,5270811,5270834,24,101652,5270824,7207,453
3830,5271189,5271212,24,101491,5271202,7110,378
3831,5271702,5271724,23,101743,5271714,7304,512
3832,5272098,5272121,24,101506,5272110,7187,396
3833,5272506,5272529,24,101560,5272519,7240,409
3834,5273418,5273441,24,102228,5273431,7312,912
3835,5274218,5274240,23,102171,5274230,7280,799
3836,5275604,5275627,24,102266,5275616,7280,1386
3837,5277042,5277064,23,102233,5277054,7359,1438
3838,5277659,5277681,23,101988,5277671,7326,617
3839,5278392,5278414,23,102155,5278404,7363,733
3840,5278696,5278719,24,101523,5278709,7123,305
3841,5279520,5279543,24,102209,5279533,7278,824
3842,5280556,5280579,24,101552,5280569,7141,1036
3843,5281352,5281374,23,101465,5281364,7220,795
3844,5283357,5283379,23,101517,5283369,7211,2005
3845,5284339,5284362,24,101555,5284351,7116,982
3846,5285048,5285071,24,101509,5285061,7183,710
3847,5285589,5285612,24,101498,5285602,7125,541
3848,5286210,5286233,24,101537,5286222,7078,620
3849,5287342,5287365,24,101549,5287354,7174,1132
3850,5287692,5287715,24,101400,5287705,6994,351
3851,5288403,5288426,24,101495,5288415,7180,710
3852,5289771,5289794,24,101521,5289783,7186,1368
3853,5290268,5290291,24,101449,5290280,7041,497
3854,5291284,5291307,24,101449,5291296,7132,1016
3855,5291807,5291830,24,101476,5291819,7070,523
3856,5292839,5292862,24,101476,5292852,7100,1033
3857,5293452,5293475,24,101442,5293465,7073,613
3858,5293703,5293727,25,97074,5293716,6499,251
3859,5294036,5294059,24,101340,5294048,6895,332
3860,5295071,5295094,24,101493,5295084,7040,1036
3861,5295435,5295459,25,101417,5295448,7016,364
3862,5295870,5295893,24,101426,5295883,7075,435
3863,5297289,5297312,24,101473,5297301,7123,1418
